,doc_id,agreement_id,sentence_number,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr
1177,27,1841,59,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1179,27,1841,62,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1180,27,1841,62,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1182,27,1841,64,ORG,Lahu Democratic Union,Lahu Democratic Union,LDU
1188,28,2369,3,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
1189,28,2369,3,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
1194,28,2369,8,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
1196,28,2369,9,ORG,Hluttaw,Hluttaw,Hluttaw
1197,28,2369,10,ORG,Tatmadaw,Tatmadaw,Tatmadaw
1199,28,2369,11,ORG,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO
1203,28,2369,12,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
1204,28,2369,12,ORG,Ethnic Armed Organizations (EAO),Political Parties Group,
1213,28,2369,27,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
1214,28,2369,27,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
1217,28,2369,35,ORG,Hluttaw,Hluttaw,Hluttaw
1218,28,2369,35,ORG,Tatmadaw,Tatmadaw,Tatmadaw
1225,28,2369,41,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
1226,28,2369,43,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
1245,30,770,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1258,31,771,0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1270,31,771,0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1274,31,771,0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1276,31,771,1,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1277,31,771,2,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1278,31,771,2,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1279,31,771,3,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1280,31,771,3,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1286,31,771,5,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1296,31,771,7,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1297,31,771,7,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1298,31,771,7,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1299,31,771,8,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1300,31,771,8,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1301,31,771,8,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1302,31,771,10,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1303,31,771,10,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1304,31,771,10,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1305,31,771,10,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1306,31,771,11,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1307,31,771,11,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1310,31,771,13,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1311,31,771,13,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1312,31,771,13,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1316,31,771,14,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1317,31,771,14,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1318,31,771,14,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1319,31,771,14,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1321,31,771,15,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1322,31,771,15,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1324,31,771,16,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1325,31,771,16,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
1332,32,773,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1333,32,773,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1334,32,773,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1338,32,773,2,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1340,33,774,0,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP
1341,33,774,0,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP
1344,34,775,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1345,34,775,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1346,34,775,0,ORG,Tatmadaw,Tatmadaw,Tatmadaw
1347,34,775,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1348,34,775,1,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1349,34,775,1,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1356,34,775,5,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1357,34,775,5,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1359,34,775,7,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1360,34,775,7,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1362,35,776,0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
1364,35,776,0,ORG,Tatmadaw,Tatmadaw,Tatmadaw
1365,35,776,0,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
1366,35,776,1,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
1368,35,776,2,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
1370,35,776,3,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
1371,35,776,3,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
1375,35,776,5,ORG,Rakhine State Liberation Party (RSLP),Rakhine State Liberation Party (RSLP),RSLP
