,doc_id,agreement_id,sentence_number,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr
556,5,1545,116,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
557,5,1545,116,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
559,5,1545,117,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
560,5,1545,119,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
561,5,1545,119,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
564,5,1545,122,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
565,5,1545,122,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
566,5,1545,124,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
567,5,1545,126,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
568,5,1545,128,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
570,5,1545,130,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
571,5,1545,130,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
573,5,1545,131,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
574,5,1545,131,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
576,5,1545,132,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
577,5,1545,133,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
578,5,1545,135,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
579,5,1545,136,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
580,5,1545,136,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
581,5,1545,138,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
582,5,1545,142,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
584,5,1545,143,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
585,5,1545,145,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
586,5,1545,146,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
587,5,1545,147,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
588,5,1545,147,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
589,5,1545,147,ORG,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC
590,5,1545,147,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
591,5,1545,149,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
596,5,1545,150,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
597,5,1545,150,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
598,5,1545,150,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
599,5,1545,151,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
600,5,1545,152,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
601,5,1545,152,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
602,5,1545,154,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
603,5,1545,154,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
604,5,1545,156,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
605,5,1545,156,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
606,5,1545,157,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
607,5,1545,157,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
608,5,1545,159,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
609,5,1545,159,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
610,5,1545,162,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
611,5,1545,164,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
612,5,1545,166,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
614,5,1545,168,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
615,5,1545,168,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
616,5,1545,170,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
617,5,1545,172,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
619,5,1545,173,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
620,5,1545,174,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
621,5,1545,176,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
622,5,1545,179,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
624,5,1545,181,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
625,5,1545,182,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
626,5,1545,184,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
628,5,1545,186,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
629,5,1545,186,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
630,5,1545,186,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
633,5,1545,187,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
634,5,1545,188,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
635,5,1545,188,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
636,5,1545,188,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
637,5,1545,188,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
639,5,1545,189,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
640,5,1545,189,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
641,5,1545,190,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
644,5,1545,194,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
645,5,1545,195,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
648,5,1545,198,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
649,5,1545,199,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
651,5,1545,200,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
655,5,1545,203,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
658,5,1545,205,ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
659,5,1545,206,ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
660,5,1545,207,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
661,5,1545,209,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
662,5,1545,211,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
663,5,1545,212,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
664,5,1545,214,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
665,5,1545,215,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
666,5,1545,216,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
667,5,1545,218,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
668,5,1545,220,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
669,5,1545,220,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
670,5,1545,220,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
671,5,1545,222,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
672,5,1545,224,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
673,5,1545,226,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
674,5,1545,226,ORG,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC
677,6,1546,0,ORG,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF
678,6,1546,4,ORG,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF
679,6,1546,5,ORG,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF
680,6,1546,6,ORG,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF
683,6,1546,9,ORG,All Burma Students Democratic Front (ABSDF),All Burma Students Democratic Front (ABSDF),ABSDF
685,7,1550,0,ORG,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP
686,7,1550,0,ORG,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP
687,7,1550,1,ORG,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP
690,7,1550,1,ORG,Karenni National Progressive Party (KNPP),KNPP,KNPP
692,7,1550,3,ORG,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP
696,7,1550,10,ORG,Karenni National Progressive Party (KNPP),Karenni National Progressive Party (KNPP),KNPP
698,8,1551,0,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
700,8,1551,1,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
701,8,1551,1,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
704,8,1551,1,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
708,8,1551,2,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
709,8,1551,2,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
711,8,1551,4,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
712,8,1551,4,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
713,8,1551,4,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
721,8,1551,5,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
725,8,1551,6,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
736,8,1551,9,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
739,8,1551,12,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
740,8,1551,12,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
748,8,1551,16,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
750,8,1551,16,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
751,8,1551,17,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
752,8,1551,18,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
759,8,1551,22,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
765,8,1551,23,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
767,8,1551,24,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
769,8,1551,24,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
770,8,1551,24,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
771,8,1551,25,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
775,8,1551,26,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
777,8,1551,28,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
778,8,1551,28,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
780,8,1551,29,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
781,8,1551,31,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
783,8,1551,33,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
784,8,1551,33,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
786,8,1551,34,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
787,8,1551,35,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
790,8,1551,36,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
791,8,1551,37,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
792,8,1551,37,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
796,8,1551,47,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
799,8,1551,47,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
800,8,1551,47,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
803,8,1551,50,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
804,8,1551,50,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
805,8,1551,50,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
812,8,1551,53,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
813,8,1551,53,ORG,Chin National Front (CNF),Chin National Front (CNF),CNF
816,8,1551,53,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
834,10,1553,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
835,10,1553,0,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
836,10,1553,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
838,10,1553,1,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
839,10,1553,2,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
840,10,1553,3,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
841,10,1553,3,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
842,10,1553,4,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
843,10,1553,5,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
885,12,1557,0,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP
889,12,1557,1,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP
899,12,1557,7,ORG,New Mon State Party (NMSP),New Mon State Party (NMSP),NMSP
908,13,1558,0,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
909,13,1558,0,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
914,13,1558,2,ORG,Tatmadaw,Tatmadaw,Tatmadaw
915,13,1558,2,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
916,13,1558,3,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
918,13,1558,4,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
919,13,1558,5,ORG,National Socialist Council of Nagaland (NSCN),National Socialist Council of Nagaland (NSCN),NSCN
920,14,1559,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
923,14,1559,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
930,14,1559,17,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
931,15,1560,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
934,15,1560,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
937,15,1560,6,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
940,15,1560,12,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
948,15,1560,13,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
949,16,1561,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
951,16,1561,1,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
953,16,1561,1,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
955,16,1561,4,ORG,Union Peacemaking Working Committee (UPWC),Union Peacemaking Working Committee (UPWC),UPWC
958,17,1562,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
959,17,1562,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
960,17,1562,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
969,17,1562,1,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
978,17,1562,2,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
989,17,1562,4,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
998,17,1562,4,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1002,17,1562,6,ORG,Tatmadaw,Tatmadaw,Tatmadaw
1003,17,1562,6,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1004,17,1562,7,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1010,17,1562,12,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1011,17,1562,12,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1013,17,1562,14,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1014,17,1562,14,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1017,17,1562,16,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1021,17,1562,19,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1035,19,1564,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1036,19,1564,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1037,19,1564,0,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1043,19,1564,1,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1044,19,1564,17,ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
1062,21,1579,0,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1063,21,1579,0,ORG,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
1068,22,1580,0,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1069,22,1580,0,ORG,Union Peacemaking Working Committee (UPWC),Union Peacemaking Working Committee (UPWC),UPWC
1072,22,1580,1,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1073,22,1580,2,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1079,22,1580,10,ORG,Union Peacemaking Working Committee (UPWC),Union Peacemaking Working Committee (UPWC),UPWC
1080,22,1580,10,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1082,22,1580,11,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1085,22,1580,11,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1086,22,1580,11,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1089,22,1580,12,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1090,22,1580,16,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1091,22,1580,16,ORG,Union Peacemaking Working Committee (UPWC),Union Peacemaking Working Committee (UPWC),UPWC
1093,22,1580,16,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1094,22,1580,16,ORG,United Nationalities Federal Council (UNFC),United Nationalities Federal Council (UNFC),UNFC
1095,22,1580,18,ORG,Pa-O National Liberation Organisation (PNLO),Pa-O National Liberation Organisation (PNLO),PNLO
1099,23,1581,0,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO
1103,23,1581,0,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO
1106,23,1581,5,ORG,Kachin Independence Organisation (KIO),Kachin Independence Organisation (KIO),KIO
1121,24,1582,19,ORG,United Nations,United Nations,UN
1145,26,1603,0,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1146,26,1603,1,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1149,26,1603,2,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1150,26,1603,5,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1151,26,1603,6,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1153,26,1603,8,ORG,Shan State Progress Party (SSPP)/Shan State Army (SSA),Shan State Progress Party (SSPP)/Shan State Army (SSA),SSPP/SSA
1155,26,1603,9,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1158,26,1603,9,ORG,United Nations Office on Drugs and Crime (UNODC),United Nations Office on Drugs and Crime (UNODC),UNODC
1171,27,1841,55,ORG,Arakan Army,Arakan Army,AA
1174,27,1841,57,ORG,Arakan Army,Arakan Army,AA
