,doc_id,agreement_id,sentence_number,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr
242,2,1518,18, PERSON , Amoytha Hluttaw Law, Amoytha Hluttaw Law,
243,2,1518,18, ORG , State, State,SSPP/SSA
244,2,1518,20, ORG , CoC, CoC,
245,2,1518,21, ORG , CoC, CoC,
246,2,1518,22, ORG , CoC, CoC,
247,2,1518,22, GPE , Republic Union Myanmar, Republic Union Myanmar,
248,2,1518,23, ORG , CoC, CoC,
249,2,1518,23, GPE , Myanmar, Myanmar,Gov. of Myanmar
250,2,1518,26, ORG , CoC, CoC,
251,2,1518,39, ORG , Union Election Commission, Union Election Commission,
252,2,1518,45, GPE , Republic Union Myanmar, Republic Union Myanmar,
253,2,1518,47,ORG,Union Election Commission (UEC),Union Election Commission (UEC),UEC
254,2,1518,55, ORG , Party, Party,KNPP
255,2,1518,55, ORG , Party, Party,KNPP
256,2,1518,59, ORG , Political Parties Registration Law Chapter II, Political Parties Registration Law Chapter II,
257,2,1518,78, ORG , Myanmar Police Force, Myanmar Police Force,
258,2,1518,81, PERSON , Hluttaw Laws, Hluttaw Laws,
259,2,1518,81, PERSON , Chapter XIV, Chapter XIV,
260,2,1518,84,ORG,Union Election Commission (UEC),Union Election Commission (UEC),UEC
261,2,1518,89, ORG , Electoral Management Body, Electoral Management Body,
262,2,1518,89, ORG , Union Election Commission, Union Election Commission,
263,2,1518,97, ORG , Party, Party,KNPP
264,2,1518,116, LOC , Hluttaw Election, Hluttaw Election,
265,2,1518,116, ORG , Chapter XIII, Chapter XIII,
266,2,1518,117, ORG , CoC, CoC,
267,2,1518,119, ORG , State, State,SSPP/SSA
268,2,1518,124, ORG , Gender, Gender,
269,2,1518,132, ORG , CoC, CoC,
270,2,1518,133, ORG , Party, Party,KNPP
271,2,1518,135, ORG , CoC, CoC,
272,2,1518,138, ORG , CoC, CoC,
273,2,1518,138,ORG,Union Election Commission (UEC),Union Election Commission (UEC),UEC
274,2,1518,140, ORG , Committee, Committee,JMC
275,2,1518,140, ORG , Committee, Committee,JMC
276,2,1518,142, ORG , CoC Monitoring Committee, CoC Monitoring Committee,
277,2,1518,143, ORG , Committee, Committee,JMC
278,2,1518,145, ORG , CoC, CoC,
279,2,1518,147, ORG , CoC, CoC,
280,2,1518,147, ORG , CoC, CoC,
281,2,1518,147, ORG , CoC, CoC,
282,3,1519,0, ORG , Political Dialogue, Political Dialogue,
283,3,1519,0,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
284,3,1519,0,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
285,3,1519,0, ORG , Parliament, Parliament,
286,3,1519,0,ORG,Tatmadaw,Tatmadaw,Tatmadaw
287,3,1519,0, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
288,3,1519,0, ORG , NCA, NCA,
289,3,1519,0, GPE , Republic Union Myanmar, Republic Union Myanmar,
290,3,1519,0,ORG,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO
291,3,1519,0,ORG,Hluttaw,Hluttaw,Hluttaw
292,3,1519,1, ORG , Political Dialogue, Political Dialogue,
293,3,1519,1, ORG , Union, Union,KNU/KNLA
294,3,1519,2, ORG , Panglong, Panglong,
295,3,1519,6, ORG , Framework Political Dialogue, Framework Political Dialogue,
296,3,1519,10, ORG , Establish Union, Establish Union,
297,3,1519,11, ORG , democratic Union, democratic Union,
298,3,1519,13, ORG , Political Dialogue, Political Dialogue,
299,3,1519,13, ORG , Establish Union, Establish Union,
300,3,1519,14, ORG , Panglong, Panglong,
301,3,1519,17, GPE , Republic Union Myanmar, Republic Union Myanmar,
302,3,1519,18,ORG,Tatmadaw,Tatmadaw,Tatmadaw
303,3,1519,19, GPE , Republic Union Myanmar, Republic Union Myanmar,
304,3,1519,21, GPE , Republic Union Myanmar, Republic Union Myanmar,
305,3,1519,24, GPE , Republic Union Myanmar, Republic Union Myanmar,
306,3,1519,28, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
307,3,1519,28, ORG , Political Dialogue, Political Dialogue,
308,3,1519,29, ORG , Union Peace Conference, Union Peace Conference,
309,3,1519,31,ORG,Hluttaw,Hluttaw,Hluttaw
310,3,1519,33,ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
311,3,1519,33,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
312,3,1519,34, ORG , National Political Dialogue, National Political Dialogue,
313,3,1519,35, ORG , Working Committees, Working Committees,
314,3,1519,35,ORG,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC
315,3,1519,37,ORG,Tatmadaw,Tatmadaw,Tatmadaw
316,3,1519,42, ORG , Working Committees, Working Committees,
317,3,1519,42, ORG , Union Peace Conference, Union Peace Conference,
318,3,1519,44, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,
319,3,1519,44, ORG , Political Dialogue, Political Dialogue,
320,3,1519,44, ORG , Union Peace Conference, Union Peace Conference,
321,3,1519,45,ORG,Tatmadaw,Tatmadaw,Tatmadaw
322,3,1519,51, ORG , Union Peace Conference, Union Peace Conference,
323,3,1519,53, ORG , Working Committees, Working Committees,
324,3,1519,54, ORG , Working Committee, Working Committee,UPWC
