,agreement_id,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER,entity_overall_description,NCA_status
393,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
394,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
395,1544, PERSON , Conduct, Conduct,,SpaCy,Law,
396,1544, GPE , Accordance, Accordance,,SpaCy,Law,
397,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
398,1544, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
399,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
400,1544, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
401,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
402,1544, GPE , Tamataw, Tamataw,,SpaCy,Military,
403,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
404,1544, GPE , Tamataw, Tamataw,,SpaCy,Military,
405,1544, ORG , healthcare, healthcare,,SpaCy,,
406,1544, GPE , Ceasefire, Ceasefire,JCMC,SpaCy,Peace Talks,
407,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
408,1544, ORG , Security  Sectors Reforms, Security  Sectors Reforms,,SpaCy,Political Dialogue,
409,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
410,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
411,1544, GPE , Tamataw, Tamataw,,SpaCy,Military,
412,1544, GPE , Tamataw, Tamataw,,SpaCy,Military,
413,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
414,1544, GPE , Tamataw, Tamataw,,SpaCy,Military,
415,1544, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy,Peace Committee,
416,1544, GPE , Naypyitaw, Naypyitaw,,SpaCy,Location,
417,1544, ORG , NCA, NCA,,SpaCy,Peace Talks,
418,1544, PERSON ,Lt. Gen. Ya Pyit,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
419,1544, PERSON ,U Khin Maung Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
420,1544, PERSON ,Lt. Gen. Ye Aung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
421,1544, PERSON ,Maj. Gen. Tun Tun Naung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
422,1544, PERSON ,Maj. Gen. Aung Kyaw Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
423,1544, GPE , Naung, Naung,,SpaCy,Location,
424,1544, ORG ,U Myint Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
425,1544, PERSON ,Maj. Gen. Aung Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
426,1544, ORG , Ministry Interior , Ministry Interior ,,SpaCy,Government,
427,1544, ORG , Ministry Defense ( Army, Ministry Defense ( Army,,SpaCy,Military,
428,1544, PERSON ,Dr. Min Zaw Oo,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
429,1544, ORG , MPC, MPC,,SpaCy,Peace Committee,
430,1544, PERSON ,Maj. Gen. Saw Isaac Poe,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
431,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
432,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
433,1544, PERSON ,Maj. Gen. Saw Nay Soe Mya,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
434,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy,EAO,NCA-S
435,1544, PERSON ,Dr. Shwe Kah,Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
436,1544, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
437,1544, PERSON ,Col. Saw Kyaw Than Htay,Democratic Karen Benevolent/Buddhist Army (DKBA),DKBA,SpaCy,EAO,NCA-S
438,1544, PERSON , Liaison Officer, Liaison Officer,,SpaCy,,
439,1544, PERSON ,Lt. Col. Khun Aung Mang,Pa-O National Liberation Organisation (PNLO),PNLO,SpaCy,EAO,
440,1544, PERSON ,Salai Yaw Aung,All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy,EAO,NCA-S
441,1544, PERSON ,Col. Hsaung Han,Restoration Council of Shan State (RCSS),RCSS,SpaCy,EAO,NCA-S
442,1544, PERSON ,Sai Liang,Restoration Council of Shan State (RCSS),RCSS,SpaCy,EAO,NCA-S
443,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
444,1545, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
445,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
446,1545, GPE , Naypyitaw, Naypyitaw,,SpaCy,Location,
447,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
448,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
449,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
450,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
451,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
452,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
453,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
454,1545, ORG , NCA, NCA,,SpaCy,Peace Talks,
455,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
456,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
