,agreement_id,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER,entity_overall_description,NCA_status
102,1321, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
103,1321, GPE , Chin State, Chin State,,SpaCy,Location,
104,1321, PERSON ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
105,1321, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
106,1321, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
107,1321, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
108,1321, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
109,1321, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
110,1321, ORG , Chin State, Chin State,,SpaCy,Location,
111,1321, PERSON ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
112,1321, GPE , Chin State, Chin State,,SpaCy,Location,
113,1321, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
114,1321, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
115,1321, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy,EAO,NCA-S
116,1321, GPE , Naypyidaw, Naypyidaw,,SpaCy,Location,
117,1321, GPE , Yangon, Yangon,,SpaCy,Location,
118,1321, ORG , Mandalay, Mandalay,,SpaCy,Location,
119,1321, ORG , Kalay, Kalay,,SpaCy,Location,
120,1321, PERSON , Sittwe, Sittwe,,SpaCy,Location,
121,1321, PERSON , Seih, Seih,,SpaCy,Location,
122,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
123,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
124,1436, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
125,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
126,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
127,1436, ORG , Panglong, Panglong,,SpaCy,Location,
128,1436, ORG , Reach, Reach,,SpaCy,,
129,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
130,1436, PERSON , c. Discuss, c. Discuss,,SpaCy,,
131,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
132,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
133,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
134,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
135,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
136,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
137,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
138,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
139,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
140,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
141,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
142,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
143,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
144,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
145,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
146,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
147,1436, PERSON , c. Avoid, c. Avoid,,SpaCy,,
148,1436, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
149,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
150,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
151,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
152,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
153,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
154,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
155,1436, ORG , Avoid, Avoid,,SpaCy,,
156,1436, PERSON , c. Avoid, c. Avoid,,SpaCy,,
157,1436, ORG , healthcare, healthcare,,SpaCy,,
158,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
159,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
160,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
161,1436, PERSON , Internally Displaced Persons, Internally Displaced Persons,,SpaCy,,
162,1436, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
163,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
164,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
165,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
166,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
167,1436, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
168,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
169,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
170,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
171,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
172,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
173,1436, PERSON , Internally Displaced Persons, Internally Displaced Persons,,SpaCy,,
174,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
175,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
176,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
177,1436, ORG , Committee, Committee,JMC,SpaCy,,
178,1436, ORG , Liaison Offices, Liaison Offices,,SpaCy,,
179,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
180,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
181,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
182,1436, GPE , Republic Union Myanmar Government, Republic Union Myanmar Government,,SpaCy,Government,
183,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
184,1436, PERSON , a. Signing, a. Signing,,SpaCy,,
185,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
186,1436, ORG , “ Framework Political Dialogue, “ Framework Political Dialogue,,SpaCy,Political Dialogue,
187,1436, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy,Government,
188,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
189,1436, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
190,1436, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
191,1436, GPE , Republic Union Myanmar Government, Republic Union Myanmar Government,,SpaCy,Government,
192,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
193,1436, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
194,1436, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
195,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
196,1436, ORG ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
197,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
198,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
199,1436, ORG , Framework Political Dialogue, Framework Political Dialogue,,SpaCy,Political Dialogue,
200,1436, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
201,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
202,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
203,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
204,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
205,1436, ORG , Extractive Industries Transparency Initiative, Extractive Industries Transparency Initiative,,SpaCy,,
206,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
207,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
208,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
209,1436, PERSON ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
210,1436, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
211,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
212,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
213,1436, ORG , Nationwide Ceasefire Agreement Joint Implementation Coordination Meetings, Nationwide Ceasefire Agreement Joint Implementation Coordination Meetings,,SpaCy,Peace Committee,
214,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
215,1436, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy,Peace Committee,
216,1436, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
217,1436, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
218,1436, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
219,1436, ORG , Leaders Executive, Leaders Executive,,SpaCy,Government Group,
220,1436, ORG ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
221,1436, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
222,1436, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy,Peace Committee,
223,1436, ORG , CBO, CBO,,SpaCy,Government Group,
224,1436, ORG , Nationwide Ceasefire Coordination Team, Nationwide Ceasefire Coordination Team,,SpaCy,Government,
225,1436, ORG , NCCT, NCCT,,SpaCy,Government,
226,1436, ORG ,Union Peacemaking Working Committee (UPWC),Union Peacemaking Working Committee (UPWC),UPWC,SpaCy,Peace Committee,
227,1518, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
228,1518, ORG ,Food and Drug Administration (FDA),Food and Drug Administration (FDA),FDA,SpaCy,International NGOs and Intergovernmental Organizations,
229,1518, ORG ,Nationalities Brotherhood Federation (NBF),Nationalities Brotherhood Federation (NBF),NBF,SpaCy,Political Party,
230,1518, ORG ,National League Democracy (NLD),National League Democracy (NLD),NLD,SpaCy,Political Party,
231,1518, ORG ,National Unity Party (NUP),National Unity Party (NUP),NUP,SpaCy,,
232,1518, ORG ,United Nationalities Alliance (UNA),United Nationalities Alliance (UNA),UNA,SpaCy,Political Party,
233,1518, ORG ,Union Election Commission (UEC),Union Election Commission (UEC),UEC,SpaCy,Government Group,
234,1518, GPE , Yangon, Yangon,,SpaCy,Location,
235,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
236,1518, ORG , CoC, CoC,,SpaCy,Law,
237,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
238,1518, ORG , CoC, CoC,,SpaCy,Law,
239,1518, ORG , CoC, CoC,,SpaCy,Law,
240,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
241,1518, LOC , Pyithu Hluttaw Law, Pyithu Hluttaw Law,,SpaCy,Government,
242,1518, PERSON , Amoytha Hluttaw Law, Amoytha Hluttaw Law,,SpaCy,Government,
243,1518, ORG , State, State,RSLP,SpaCy,,
244,1518, ORG , CoC, CoC,,SpaCy,Law,
245,1518, ORG , CoC, CoC,,SpaCy,Law,
246,1518, ORG , CoC, CoC,,SpaCy,Law,
247,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
248,1518, ORG , CoC, CoC,,SpaCy,Law,
249,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
250,1518, ORG , CoC, CoC,,SpaCy,Law,
251,1518, ORG , Union Election Commission, Union Election Commission,,SpaCy,Government Group,
252,1518, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
253,1518, ORG ,Union Election Commission (UEC),Union Election Commission (UEC),UEC,SpaCy,Government Group,
254,1518, ORG , Party, Party,KNPP,SpaCy,Political Party,
255,1518, ORG , Party, Party,KNPP,SpaCy,Political Party,
256,1518, ORG , Political Parties Registration Law Chapter II, Political Parties Registration Law Chapter II,,SpaCy,Political Party,
257,1518, ORG , Myanmar Police Force, Myanmar Police Force,,SpaCy,Police,
258,1518, PERSON , Hluttaw Laws, Hluttaw Laws,,SpaCy,Government,
259,1518, PERSON , Chapter XIV, Chapter XIV,,SpaCy,,
260,1518, ORG ,Union Election Commission (UEC),Union Election Commission (UEC),UEC,SpaCy,Government Group,
261,1518, ORG , Electoral Management Body, Electoral Management Body,,SpaCy,Government Group,
262,1518, ORG , Union Election Commission, Union Election Commission,,SpaCy,Government Group,
263,1518, ORG , Party, Party,KNPP,SpaCy,Political Party,
264,1518, LOC , Hluttaw Election, Hluttaw Election,,SpaCy,Government,
265,1518, ORG , Chapter XIII, Chapter XIII,,SpaCy,,
266,1518, ORG , CoC, CoC,,SpaCy,Law,
267,1518, ORG , State, State,RSLP,SpaCy,,
268,1518, ORG , Gender, Gender,,SpaCy,,
269,1518, ORG , CoC, CoC,,SpaCy,Law,
270,1518, ORG , Party, Party,KNPP,SpaCy,Political Party,
271,1518, ORG , CoC, CoC,,SpaCy,Law,
272,1518, ORG , CoC, CoC,,SpaCy,Law,
273,1518, ORG ,Union Election Commission (UEC),Union Election Commission (UEC),UEC,SpaCy,Government Group,
274,1518, ORG , Committee, Committee,JMC,SpaCy,,
275,1518, ORG , Committee, Committee,JMC,SpaCy,,
276,1518, ORG , CoC Monitoring Committee, CoC Monitoring Committee,,SpaCy,Government,
277,1518, ORG , Committee, Committee,JMC,SpaCy,,
278,1518, ORG , CoC, CoC,,SpaCy,Law,
279,1518, ORG , CoC, CoC,,SpaCy,Law,
280,1518, ORG , CoC, CoC,,SpaCy,Law,
281,1518, ORG , CoC, CoC,,SpaCy,Law,
282,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
283,1519, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
284,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
285,1519, ORG , Parliament, Parliament,,SpaCy,Government,
286,1519, ORG ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
287,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
288,1519, ORG , NCA, NCA,,SpaCy,Peace Talks,
289,1519, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
290,1519, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy,EAO,
291,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
292,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
293,1519, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
294,1519, ORG , Panglong, Panglong,,SpaCy,Location,
295,1519, ORG , Framework Political Dialogue, Framework Political Dialogue,,SpaCy,Political Dialogue,
296,1519, ORG , Establish Union, Establish Union,,SpaCy,,
297,1519, ORG , democratic Union, democratic Union,,SpaCy,,
298,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
299,1519, ORG , Establish Union, Establish Union,,SpaCy,,
300,1519, ORG , Panglong, Panglong,,SpaCy,Location,
301,1519, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
302,1519, ORG ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
303,1519, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
304,1519, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
305,1519, GPE ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
306,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
307,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
308,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
309,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
310,1519, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy,Peace Committee,
311,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
312,1519, ORG , National Political Dialogue, National Political Dialogue,,SpaCy,Political Dialogue,
313,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
314,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
315,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
316,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
317,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
318,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
319,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
320,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
321,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
322,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
323,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
324,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
325,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
326,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
327,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
328,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
329,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
330,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
331,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
332,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
333,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
334,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
335,1519, PERSON , Chapter, Chapter,,SpaCy,,
336,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
337,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
338,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
339,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
340,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
341,1519, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
342,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
343,1519, ORG , Chapter 7 Organization Political Dialogue, Chapter 7 Organization Political Dialogue,,SpaCy,Political Dialogue,
344,1519, ORG , Peace Dialogue Joint Committee, Peace Dialogue Joint Committee,UPDJC,SpaCy,Peace Committee,
345,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
346,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
347,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy,Peace Talks,
348,1519, ORG , NCA, NCA,,SpaCy,Peace Talks,
349,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
350,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
351,1519, ORG , NCA, NCA,,SpaCy,Peace Talks,
352,1519, ORG , Responsibilities  7.2.1, Responsibilities  7.2.1,,SpaCy,,
353,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
354,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
355,1519, ORG , NCA, NCA,,SpaCy,Peace Talks,
356,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
357,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
358,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
359,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
360,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy,Military,
361,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
362,1519, ORG , Secretariat, Secretariat,,SpaCy,,
363,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
364,1519, ORG , Secretariat, Secretariat,,SpaCy,,
365,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
366,1519, ORG , Topics, Topics,,SpaCy,,
367,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
368,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
369,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
370,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
371,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
372,1519, ORG , Secretariat, Secretariat,,SpaCy,,
373,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
374,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy,Peace Committee,
375,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
376,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
377,1519, PERSON , Technical Teams, Technical Teams,,SpaCy,,
378,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
379,1519, ORG , Technical Team, Technical Team,,SpaCy,,
380,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
381,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy,Peace Talks,
382,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
383,1519, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy,Country,
384,1519, ORG , Panglong, Panglong,,SpaCy,Location,
385,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy,Government,
386,1519, ORG , Pyidaungsu Accord, Pyidaungsu Accord,,SpaCy,Law,
387,1519, ORG , Parliament, Parliament,,SpaCy,Government,
388,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
389,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy,Peace Committee,
390,1519, ORG , Working Committees, Working Committees,,SpaCy,Peace Committee,
391,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy,Political Dialogue,
392,1519, ORG , Framework Political Dialogue, Framework Political Dialogue,,SpaCy,Political Dialogue,
