,agreement_id,entity_type,entity_named,entity_affiliated_org,entity_affiliated_org_abr,NER
337,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy
338,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy
339,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy
340,1519, ORG , Working Committees, Working Committees,,SpaCy
341,1519, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
342,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy
343,1519, ORG , Chapter 7 Organization Political Dialogue, Chapter 7 Organization Political Dialogue,,SpaCy
344,1519, ORG , Peace Dialogue Joint Committee, Peace Dialogue Joint Committee,UPDJC,SpaCy
345,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
346,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
347,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy
348,1519, ORG , NCA, NCA,,SpaCy
349,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
350,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
351,1519, ORG , NCA, NCA,,SpaCy
352,1519, ORG , Responsibilities  7.2.1, Responsibilities  7.2.1,,SpaCy
353,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
354,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
355,1519, ORG , NCA, NCA,,SpaCy
356,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
357,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy
358,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
359,1519, ORG , Working Committees, Working Committees,,SpaCy
360,1519, PERSON ,Tatmadaw,Tatmadaw,Tatmadaw,SpaCy
361,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
362,1519, ORG , Secretariat, Secretariat,,SpaCy
363,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
364,1519, ORG , Secretariat, Secretariat,,SpaCy
365,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
366,1519, ORG , Topics, Topics,,SpaCy
367,1519, ORG , Working Committees, Working Committees,,SpaCy
368,1519, ORG , Working Committees, Working Committees,,SpaCy
369,1519, ORG , Working Committees, Working Committees,,SpaCy
370,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy
371,1519, ORG , Working Committees, Working Committees,,SpaCy
372,1519, ORG , Secretariat, Secretariat,,SpaCy
373,1519, ORG , Working Committees, Working Committees,,SpaCy
374,1519, ORG , Working Committee, Working Committee,UPWC,SpaCy
375,1519, ORG , Working Committees, Working Committees,,SpaCy
376,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
377,1519, PERSON , Technical Teams, Technical Teams,,SpaCy
378,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
379,1519, ORG , Technical Team, Technical Team,,SpaCy
380,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
381,1519, ORG , Union Peace Conference, Union Peace Conference,,SpaCy
382,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
383,1519, ORG ,Myanmar (Burma),Myanmar (Burma),,SpaCy
384,1519, ORG , Panglong, Panglong,,SpaCy
385,1519, GPE ,Hluttaw,Hluttaw,Hluttaw,SpaCy
386,1519, ORG , Pyidaungsu Accord, Pyidaungsu Accord,,SpaCy
387,1519, ORG , Parliament, Parliament,,SpaCy
388,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy
389,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
390,1519, ORG , Working Committees, Working Committees,,SpaCy
391,1519, ORG , Political Dialogue, Political Dialogue,,SpaCy
392,1519, ORG , Framework Political Dialogue, Framework Political Dialogue,,SpaCy
393,1519, ORG ,Union Peace Dialogue Joint Committee (UPDJC),Union Peace Dialogue Joint Committee (UPDJC),UPDJC,SpaCy
394,1519, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy
395,1544, PERSON , Conduct, Conduct,,SpaCy
396,1544, GPE , Accordance, Accordance,,SpaCy
397,1544, ORG , NCA, NCA,,SpaCy
398,1544, ORG ,Government of the Republic of the Union of Myanmar,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
399,1544, ORG , NCA, NCA,,SpaCy
400,1544, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
401,1544, ORG , NCA, NCA,,SpaCy
402,1544, GPE , Tamataw, Tamataw,,SpaCy
403,1544, ORG , NCA, NCA,,SpaCy
404,1544, GPE , Tamataw, Tamataw,,SpaCy
405,1544, ORG , healthcare, healthcare,,SpaCy
406,1544, GPE , Ceasefire, Ceasefire,JCMC,SpaCy
407,1544, ORG , NCA, NCA,,SpaCy
408,1544, ORG , Security  Sectors Reforms, Security  Sectors Reforms,,SpaCy
409,1544, ORG , NCA, NCA,,SpaCy
410,1544, ORG , NCA, NCA,,SpaCy
411,1544, GPE , Tamataw, Tamataw,,SpaCy
412,1544, GPE , Tamataw, Tamataw,,SpaCy
413,1544, ORG , NCA, NCA,,SpaCy
414,1544, GPE , Tamataw, Tamataw,,SpaCy
415,1544, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
416,1544, GPE , Naypyitaw, Naypyitaw,,SpaCy
417,1544, ORG , NCA, NCA,,SpaCy
418,1544, PERSON ,Lt. Gen. Ya Pyit,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
419,1544, PERSON ,U Khin Maung Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
420,1544, PERSON ,Lt. Gen. Ye Aung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
421,1544, PERSON ,Maj. Gen. Tun Tun Naung,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
422,1544, PERSON ,Maj. Gen. Aung Kyaw Zaw,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
423,1544, GPE , Naung, Naung,,SpaCy
424,1544, ORG ,U Myint Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
425,1544, PERSON ,Maj. Gen. Aung Soe,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
426,1544, ORG , Ministry Interior , Ministry Interior ,,SpaCy
427,1544, ORG , Ministry Defense ( Army, Ministry Defense ( Army,,SpaCy
428,1544, PERSON ,Dr. Min Zaw Oo,Government of the Republic of the Union of Myanmar,Gov. of Myanmar,SpaCy
429,1544, ORG , MPC, MPC,,SpaCy
430,1544, PERSON ,Maj. Gen. Saw Isaac Poe,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
431,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
432,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
433,1544, PERSON ,Maj. Gen. Saw Nay Soe Mya,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
434,1544, ORG ,Karen National Union (KNU)/Karen National Liberation Army (KNLA),Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA,SpaCy
435,1544, PERSON ,Dr. Shwe Kah,Chin National Front (CNF),CNF,SpaCy
436,1544, ORG ,Chin National Front (CNF),Chin National Front (CNF),CNF,SpaCy
437,1544, PERSON ,Col. Saw Kyaw Than Htay,Democratic Karen Benevolent/Buddhist Army (DKBA),DKBA,SpaCy
438,1544, PERSON , Liaison Officer, Liaison Officer,,SpaCy
439,1544, PERSON ,Lt. Col. Khun Aung Mang,Pa-O National Liberation Organisation (PNLO),PNLO,SpaCy
440,1544, PERSON ,Salai Yaw Aung,All Burma Students Democratic Front (ABSDF),ABSDF,SpaCy
441,1544, PERSON ,Col. Hsaung Han,Restoration Council of Shan State (RCSS),RCSS,SpaCy
442,1544, PERSON ,Sai Liang,Restoration Council of Shan State (RCSS),RCSS,SpaCy
443,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
444,1545, ORG , Nationwide Ceasefire Agreement, Nationwide Ceasefire Agreement,,SpaCy
445,1545, ORG , NCA, NCA,,SpaCy
446,1545, GPE , Naypyitaw, Naypyitaw,,SpaCy
447,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
448,1545, ORG , NCA, NCA,,SpaCy
449,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
450,1545, ORG , NCA, NCA,,SpaCy
451,1545, ORG , NCA, NCA,,SpaCy
452,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
453,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
454,1545, ORG , NCA, NCA,,SpaCy
455,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
456,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
457,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
458,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
459,1545, PERSON , Chairperson, Chairperson,,SpaCy
460,1545, ORG , Committee, Committee,JMC,SpaCy
461,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
462,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
463,1545, ORG , NCA, NCA,,SpaCy
464,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
465,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
466,1545, PERSON ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
467,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
468,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
469,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
470,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
471,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
472,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
473,1545, ORG , International Community, International Community,,SpaCy
474,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
475,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
476,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
477,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
478,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
479,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
480,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
481,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
482,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
483,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
484,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
485,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
486,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
487,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
488,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
489,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
490,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
491,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
492,1545, ORG , Verification Teams, Verification Teams,,SpaCy
493,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
494,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
495,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
496,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
497,1545, ORG , NCA, NCA,,SpaCy
498,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
499,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
500,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
501,1545, ORG , Verification Teams, Verification Teams,,SpaCy
502,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
503,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
504,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
505,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
506,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
507,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
508,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
509,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
510,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
511,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
512,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
513,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
514,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
515,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
516,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
517,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
518,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
519,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
520,1545, ORG , Civilian, Civilian,,SpaCy
521,1545, ORG , Ministry Security, Ministry Security,,SpaCy
522,1545, ORG , State / Division , State / Division ,,SpaCy
523,1545, ORG , State / Division , State / Division ,,SpaCy
524,1545, PERSON ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy
525,1545, ORG ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy
526,1545, PERSON ,Ethnic Armed Organizations (EAO),Ethnic Armed Organizations (EAO),EAO,SpaCy
527,1545, ORG , Civilians, Civilians,,SpaCy
528,1545, ORG , General Staff, General Staff,,SpaCy
529,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
530,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
531,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
532,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
533,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
534,1545, ORG , NCA, NCA,,SpaCy
535,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
536,1545, ORG , NCA, NCA,,SpaCy
537,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
538,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
539,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
540,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
541,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
542,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
543,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
544,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
545,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
546,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
547,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
548,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
549,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
550,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
551,1545, ORG ,Joint Implementing Coordination Meeting (JICM),Joint Implementing Coordination Meeting (JICM),JICM,SpaCy
552,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
553,1545, ORG , NCA, NCA,,SpaCy
554,1545, ORG ,Joint Monitoring Committee (JMC),Joint Monitoring Committee (JMC),JMC,SpaCy
555,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
556,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
557,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
558,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
559,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
560,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
561,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
562,1545, ORG , Verification Team, Verification Team,,SpaCy
563,1545, ORG ,Joint Ceasefire Monitoring Committee (JCMC),Joint Ceasefire Monitoring Committee (JCMC),JCMC,SpaCy
564,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
565,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
566,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
567,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
568,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
569,1545, ORG , Verification Team, Verification Team,,SpaCy
570,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
571,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
572,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
573,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
574,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
575,1545, ORG , NCA, NCA,,SpaCy
576,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
577,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
578,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
579,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
580,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
581,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
582,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
583,1545, ORG ,Union Level Joint Ceasefire Monitoring Committee (JMC-U),Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U,SpaCy
584,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
585,1545, ORG ,State Level Joint Ceasefire Monitoring Committee (JMC-S),State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S,SpaCy
586,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
587,1545, ORG ,Local Level Joint Ceasefire Monitoring Committee (JMC-L),Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L,SpaCy
